0.000723828	0.0360503	-0.0218536	-0.0355425	0.0179747	-0.0253753	0.0397836	0.00120518	0.0311725	9.08859e-05	-0.0157195	0.0101744	0.0292188	0.0250213	0.0309725	0.0354941	-0.0306843	-0.0138497	-0.0448383	0.0131718	0.0251523	0.0413762	0.00752816	-0.0341534	-0.0466663	-0.00363201	0.0167462	0.00858506	-0.00510652	0.0419454	0.0433187	0.0297776
-0.302153	-0.260668	-0.412113	-0.419297	-0.615646	-0.322371	0.414722	-0.359562	0.310775	0.402151	-0.361857	0.373806	-0.401846	-0.428909	-0.378794	-0.376914	-0.429138	-0.378054	0.413925	0.407838	-0.42152	0.288606	0.4282	-0.34692	0.233218	-0.406472	-0.373857	-0.370221	-0.412368	0.411296	-0.319707	0.476222
-0.443116	-0.328578	-0.368088	-0.394673	-0.510222	-0.45349	0.416504	-0.391186	0.419038	0.348888	-0.48408	0.481809	-0.388934	-0.377627	-0.37975	-0.449096	-0.415379	-0.464682	0.387428	0.400334	-0.384934	0.422071	0.345997	-0.483658	0.447991	-0.468757	-0.390472	-0.372828	-0.389742	0.414585	-0.352907	0.41815
-0.442547	-0.432961	-0.463841	-0.461925	-0.0529789	-0.38117	0.444985	-0.381909	0.434914	0.475532	-0.450496	0.447772	-0.436793	-0.407245	-0.42277	-0.350999	-0.464764	-0.439227	0.403203	0.379195	-0.375205	0.318664	0.402812	-0.382102	0.427985	-0.403309	-0.386881	-0.327539	-0.413932	0.404883	-0.271102	0.186463
-0.35469	-0.438773	-0.477897	-0.392995	0.287002	-0.395597	0.435015	-0.470806	0.522172	0.274495	-0.461687	0.407189	-0.321801	-0.447205	-0.454107	-0.42632	-0.373294	-0.433924	0.409373	0.350235	-0.430435	0.405149	0.34839	-0.485301	0.381547	-0.433421	-0.453742	-0.512651	-0.446035	0.349909	-0.534657	0.227061
-0.366337	-0.474473	-0.370936	-0.422055	-0.0938842	-0.437519	0.353995	-0.368716	0.422604	0.450581	-0.376423	0.416279	-0.349755	-0.454505	-0.448108	-0.428355	-0.423288	-0.439732	0.354283	0.375683	-0.435606	0.3748	0.392937	-0.466078	0.326522	-0.365935	-0.402108	-0.413458	-0.451655	0.437542	-0.350949	0.404295
-0.377661	-0.370408	-0.376717	-0.353436	-0.184941	-0.341055	0.401368	-0.309789	0.399564	0.376684	-0.282888	0.34121	-0.274258	-0.335026	-0.410933	-0.359441	-0.320928	-0.323605	0.38996	0.257278	-0.390357	0.351165	0.38486	-0.342176	0.370824	-0.323872	-0.325474	-0.352597	-0.338737	0.371028	-0.418918	0.252797
-0.418217	-0.387863	-0.285197	-0.322193	-0.450865	-0.455708	0.448484	-0.414115	0.328181	0.396485	-0.407893	0.381011	-0.295549	-0.452769	-0.411462	-0.41822	-0.420708	-0.400303	0.349036	0.380127	-0.340473	0.405002	0.343066	-0.389973	0.427756	-0.429923	-0.394831	-0.301368	-0.430163	0.378843	-0.332532	0.459297
-0.488159	-0.457211	-0.407568	-0.339068	-0.224849	-0.467592	0.464083	-0.410383	0.33972	0.40809	-0.464675	0.386714	-0.337705	-0.337949	-0.420704	-0.42542	-0.394273	-0.372331	0.438253	0.442611	-0.444844	0.44896	0.435233	-0.419842	0.253536	-0.340143	-0.435428	-0.463405	-0.46902	0.329857	-0.395117	0.420661
-0.423769	-0.438233	-0.373191	-0.3773	-0.399929	-0.367193	0.32986	-0.355165	0.339085	0.418212	-0.393894	0.45543	-0.411141	-0.388611	-0.453054	-0.362868	-0.436708	-0.40747	0.357824	0.436849	-0.421533	0.325169	0.40732	-0.40157	0.483328	-0.424398	-0.461641	-0.404542	-0.456441	0.356605	-0.481177	0.460771
-0.382498	-0.0544113	-0.397833	-0.470127	-0.747053	-0.41713	0.353444	-0.466749	0.408083	0.499496	-0.381821	0.399938	-0.503747	-0.441525	-0.40433	-0.436181	-0.384423	-0.303355	0.471918	0.362795	-0.348743	0.135088	0.478314	-0.312195	0.477087	-0.328224	-0.436019	-0.373932	-0.375148	0.367775	-0.220889	0.450246
-0.343127	-0.125701	-0.37946	-0.433793	-0.687447	-0.393272	0.326143	-0.395039	0.408082	0.337814	-0.401762	0.445296	-0.44526	-0.422139	-0.424634	-0.412392	-0.355405	-0.371253	0.321833	0.392245	-0.443214	0.332702	0.441683	-0.402098	0.387119	-0.384998	-0.413214	-0.429878	-0.355935	0.413438	-0.291954	0.456669
-0.379046	-0.117877	-0.339122	-0.391908	-0.701783	-0.305032	0.351364	-0.407744	0.43892	0.411934	-0.387781	0.429354	-0.358738	-0.342931	-0.336196	-0.306627	-0.324736	-0.37396	0.331012	0.442678	-0.341507	0.280621	0.429307	-0.272069	0.398935	-0.353853	-0.330801	-0.261372	-0.345403	0.412614	-0.397021	0.336204
